title,date,reporter,press,contents
"신재환, 2억 포상금 묻자 ""일단 집에 빚을 좀..""",2021. 08. 04,문지연 기자,조선일보,"체조 샛별에서 ‘도마의 황제’로 거듭난 신재환(23·제천시청)이 억대 포상금을 어떻게 쓰고 싶냐는 질문에 솔직한 대답을 내놨다.
도쿄올림픽 일정을 마무리한 신재환은 3일 오후 인천국제공항을 통해 귀국했다. 생애 첫 올림픽에서 금메달을 목에 걸며 한국 남자 도마의 명맥을 이은 그는 수많은 취재진에 둘러싸여 “이제야 실감이 난다. 환영해주시니 기분이 좋다”고 웃었다.
이어 쏟아지는 질문에 솔직담백한 답변을 했다. 포스코그룹으로부터 받는 포상금 2억원에 대해 묻자 신재환은 “일단 집에 빚이 좀 있어서 그걸 좀 청산하고 나머지는 저축하겠다”고 말했다.
포스코그룹은 1985년부터 대한체조협회 회장사를 맡고 있다. 애초 올림픽 메달리스트를 대상으로 금메달 1억원, 은메달 5000만원, 동메달 2000만원을 지원하기로 했으나, 신재환·여서정 등이 만들어낸 역대급 성적에 포상 금액을 2배 이상 올렸다. 신재환은 2억원, 동메달을 딴 여서정은 7000만원을 받는다.
신재환은 결선에서 온전한 기량을 발휘한 비결로 여서정의 응원을 꼽아 훈훈한 장면을 만들기도 했다. 앞서 그는 우승 직후 “서정이가 ‘오빠 꼭 잘해’라고 하길래 (올림픽 메달의) 기를 좀 달라고 했고 서정이와 주먹을 부딪치며 기를 받았다”고 말한 바 있다. 신재환은 “아마 그게 결전에서 70% 이상의 심적 안정을 주지 않았나 생각한다”고 덧붙였다.
이어 “평소 하던 대로 하면 왠지 후회할 것 같아서 평소 하던 것보다 조금 더 강도를 높여 올림픽을 준비했다”며 부단한 연습의 결과물임을 밝혔다. 그러면서 “동점이 나왔을 때 러시아 선수가 이겼다고 생각해서 ‘축하해줘야지’ 했다”며 “그런데 점수 옆에 표시된 숫자를 보니 내가 이겨서 그냥 좋아라 했다”고 말했다.
마중 나온 아버지를 꼭 껴안으면서는 “울컥했다”며 “항상 모자라고 철없는 아들이지만 이번 기회를 통해 더 효도하는 아들이 되겠다”고 했다. 또 “일주일 휴식 기간에 사흘은 많이 먹고 나흘은 푹 자려고 한다”며 “올해 남은 목표가 하반기 세계선수권대회 입상인데, 충분히 기력을 회복한 뒤 훈련에만 매진하겠다”고 전했다.
앞서 신재환은 지난 2일 일본 도쿄 아리아케 체조경기장에서 열린 도쿄올림픽 남자 기계체조 도마 결선에서 1·2차 시기 평균 14.783점으로 1위를 차지했다. 러시아올림픽위원회(ROC)의 데니스 아블랴진과 평균 점수가 같았지만 타이브레이커 규정에 의해 신재환이 금메달의 주인이 됐다. 2012년 런던올림픽에서 1위를 한 양학선 이후 첫 금메달이다."
"""한국이 우리보다 편하게 경기해"" 터키 선수들 눈물 바다",2021. 08. 04,양승남 기자,스포츠경향,"[스포츠경향] 
한국 선수들이 기적의 승리로 환호할 때 반대편 코트는 울음 바다였다. 객관적 전력에서 앞서 충분히 이길 수 있다고 믿었던 경기를 내준 터키 선수들은 참았던 눈물을 펑펑 쏟아냈다. 승부처에서의 부담감을 이기지 못한 자책감을 토로하며 큰 슬픔에 휩싸였다.터키는 4일 일본 도쿄 아리아케 아레나에서 열린 2020 도쿄올림픽 배구 여자부 8강전에서 한국에 2-3(25-17, 17-25, 26-28, 25-18, 13-15)으로 패했다. 터키는 한국과 치열한 승부를 벌였으나 5세트 막판 집중력에서 밀리며 4강행 티켓을 놓쳤다.국제배구연맹(FIVB)랭킹 4위 터키는 13위 한국과 접전을 벌이다 5세트 막판에 밀려 승부를 내줬다. 터키는 초반에 6-3으로 앞서며 기선을 잡고 승부를 가져가는 듯했으나 한국의 박정아·김희진의 공격에 동점을 내줬다. 또 김연경의 오픈 공격으로 한국이 기세를 타면서 흔들렸다. 10-10에서 터키 리시버를 맞고 공이 한국 진영으로 넘어왔고, 김연경이 다이렉트 킬을 성공했다. 또 한 번 같은 장면이 반복되면서 한국이 12-10으로 달아났고, 터키의 공격 범실까지 나왔다. 터키는 김연경에게 서브를 집중하고, 블로커도 앞에 세웠다. 그러나 김연경은 14-13에서 블로킹 벽을 뚫어내며 경기를 끝냈다. 터키는 5세트 후반 패배의 기운이 감돌자 이미 많은 선수들이 눈물을 글썽이며 패배를 직감했다. 결국 13-15로 경기를 내주자 선수들은 털썩 주저 앉아 눈물을 쏟았다.터키의 주장 에다 에르뎀은 경기 후 믹스트존 인터뷰에서 “내 감정을 말로 설명할 수 없다”면서 “정말 죄송하다. 놓친 부분이 있었지만 투쟁심이 없었던 것은 아니다”고 말했다. 그는 “한국이 우리보다 더 편하게 경기를 했던 것 같다. 우리는 타이브레이크로 가지 못했다. 4강에 정말 갈 수 있었는데 너무 죄송하다”며 터키 팬들에게 미안함을 전했다. 터키는 최근 대형 산불로 큰 피해가 이어져 배구 대표팀이 4강 진출로 국민들에게 희망을 안겨주겠다고 별렀던 터여서 이번 패배에 더욱 안타까워하며 눈물을 쏟았다. 터키 언론 ‘스타 가제테시’는 “술탄 더 네트, 도쿄에 작별인사를 하다”며 대표팀의 패배 소식을 전했다. 또 다른 매체 ‘하버 튀르크’는 “배구 대표 술탄의 슬픔, 행운을 빈다”라고 전하며 대표 선수들이 경기 후 눈물을 쏟은 사진을 50여 장을 올렸다.양승남 기자 ysn93@kyunghyang.com"
"이제야 마음놓인 김연경 ""아따 죽것다잉~ 피가 말린다"" 구수한 사투리 폭발",2021. 08. 04,스포츠한국 노진주 기자,스포츠한국,"[스포츠한국 노진주 기자] '배구 여제' 김연경이 4강 진출 후 웃으며 전한 말이 있다.
한국은 4일 오전 9시 일본 아리아케 아레나에서 열린 2020 도쿄올림픽 배구 여자 8강 터키와의 경기에서 세트스코어 3-2(17-25, 25-17, 28-26, 18-25, 15-13)로 승리했다.
메달의 꿈이 한 층 더 가까워졌다. 한국 여자배구는 2012년 런던 대회 때 동메달 결정전에서 일본에 져 아쉽게 4위를 차지했다. 2016년 리우 대회 땐 8강 문턱을 넘지 못했다.
도쿄 올림픽에선 '강호' 터키를 넘고 한국 여자배구는 메달권에 가장 근접한 4강에 안착했다.
한국 여자 배구는 1976년 몬트리올 올림픽에서 동메달을 딴 것이 최고 성적이다. 한국 여자 대표팀은 도쿄에서 무려 45년 만에 메달에 도전한다. 올림픽 메달은 그간 프로팀에서 수많은 우승 트로피를 들어올렸던 김연경의 꿈이기도 하다.
승부는 마지막 5세트에서 갈렸다. 1세트는 터키가, 2,3세트는 한국이 따내고 4세트는 터키가 다시 가져갔다.
김연경의 득점으로 선제점을 올린 한국은 3-3까지 팽팽하게 맞섰다. 하지만 상대 직선타에 점수를 내주고 리시브에서도 흔들리며 한국은 3-6으로 끌려가기 시작했다. 그러나 집념의 한국은 역전을 이끌어냈다. 김희진의 블로킹과 박정아의 상대 블로킹을 뚫어내는 예리한 공격으로 한국은 7-7로 경기의 균형을 맞췄다. 이때 김연경의 연속 득점으로 터지면서 12-10으로 앞서간 한국은 기세를 몰아 15점에 먼저 도달해 경기를 끝냈다. 경기를 끝내는 마지막 득점을 김연경이 올렸다.
김연경은 양 팀 통틀어 최다인 28득점으로 한국을 승리로 이끌었다.
경기 후 대한민국배구협회 SNS에 동영상 하나가 업로드 됐다. 영상 속에는 물을 마시고 있는 김연경이 환하게 웃으면서 구수한 사투리로 8강전을 마친 소감을 전하고 있다.
김연경은 ""아따 죽것다잉. 한 경기 한 경기 피가 말린다 와~""라고 말하면서 고개를 가로저으며 반달 눈웃음을 지었다. 
풀세트 접전 끝에 4강 티켓을 따낸 김연경은 생애 첫 올림픽 메달을 향한 도전을 계속 이어간다. 한국은 오는 6일 오후 1시 열릴 4강 경기에서 브라질과 러시아올림픽위원회의 승자와 결승행을 놓고 물러설 수 없는 대결을 펼친다.
스포츠한국 노진주 기자 jinju217@sportshankook.co.kr"
[도쿄 현장]올림픽 축구 금메달 꿈 산산조각 日 '등번호 7번 구보와 아센시오에서 차이났다',2021. 08. 04,노주환,스포츠조선,"[도쿄(일본)=스포츠조선 노주환 기자]일본 축구는 도쿄올림픽에서 남자 축구 금메달을 노렸다. 하지만 결승 진출에 실패했다. 우승 후보 1순위 스페인의 벽을 넘지 못했다. 
일본은 3일 벌어진 스페인과의 도쿄올림픽 남자축구 준결승전에서 연장전 조커 아센시오에게 결승골을 얻어맞고 0대1로 무너졌다. 일본은 이제 멕시코와 동메달결정전을 남겨두고 있다. 
일본 매체 닛칸스포츠는 스페인전 패배 기사를 다루면서 '일본의 금메달 꿈이 산산 조각 났다'고 표현했다. 등번호 7번에서 차이가 났다고 평가했다. 일본 구보는 넣지 못했고, 스페인 7번 아센시오는 결승골을 뽑아 차이를 만들었다는 것이다. 스페인과 연장전까지 120분 혈투를 벌였지만 아쉽게 패한 걸 꼬집었다. 일부 일본 선수들은 스페인전 패배 후 눈시울을 붉히면서 그라운드를 떠났다고 한다. 
일본 에이스 중앙 미드필더 구보는 전후반 90분을 뛰었지만 무득점에 그쳤다. 연장전에 들어가면서 그는 벤치로 물러났다. 반면 스페인 아센시오는 조커로 들어갔고 해결사의 면모를 보였다. 구보와 아센시오는 같은 레알 마드리드 소속이다. 구보는 최근 계속 임대 생활을 하고 있다. 
일본 남자 축구의 역대 최고 성적은 1968년 멕시코올림픽 동메달이다. 53년 만에 다시 동메달을 노린다. 그들은 2012년 런던대회에서 한국과 동메달결정전을 가졌지만 0대2로 완패했다. 당시 박주영과 구자철에게 연속골을 맞고 무너졌다. 당시 경기에 출전했던 센터백 요시다와 풀백 사카이는 이번 대회에서 일본 수비의 핵이다. 
일본 매체 닛칸스포츠는 '전쟁은 아직 끝나지 않았다'고 표현했다. 멕시코와의 동메달결정전을 남겨두고 있다. 일본 대표팀 사령탑 모리야스 감독은 ""올림피언과 메달리스트는 큰 차이가 있다""고 말했다. 
도쿄(일본)=노주환 기자 nogoon@sportschosun.com"
[SPO 도쿄] 갑자기 중단된 경기..1분간 이어진 기립 박수 '전설을 향한 예우',2021. 08. 04,이민재 기자,스포티비뉴스,"[스포티비뉴스=이민재 기자] 경기 종료 51.4초 전, 경기가 중단됐다. 그리고 1분간 기립박수가 이어졌다. 관중은 없었지만 상대팀까지 모두 박수와 함께 전설을 향해 수고했다는 뜻을 전했다. 바로 루이스 스콜라(아르헨티나)가 코트를 떠나는 순간이었다. 
아르헨티나는 3일 호주와 2020 도쿄올림픽 남자농구 8강전에서 59-97로 패배했다. 경기 내내 호주와 전력 차이를 좁히지 못하면서 패배하고 말았다. 
아르헨티나뿐만 아니라 스콜라에게도 마지막 경기였다. 1995년부터 커리어를 시작한 스콜라는 연령별 대표팀과 성인 대표팀에 빼놓지 않고 뽑혔다. 
스콜라는 대표팀 유니폼을 입고 수많은 영광을 누렸다. 특히 2004 아테네 올림픽 금메달, 2008 베이징 올림픽 동메달, 2012 런던 올림픽 4위, 2019 중국 농구 월드컵 은메달 등 굵직굵직한 대회에서 스콜라가 빛났다. 
NBA 팬들에게도 잘 알려진 선수다. 2007년 휴스턴 로케츠 유니폼을 입고 데뷔했고, 총 10시즌 동안 NBA에서 누볐다. 포스트업과 슈팅, 패스 등 다재다능한 플레이로 영리한 움직임을 이어 간 선수로 알려졌다. 
그런 그가 1980년생으로 만 41살이 되었다. 이번 대회를 끝으로 대표팀 은퇴를 선언했다. 전설의 퇴장에 아르헨티나 선수들과 함께 호주 선수들도 1분 가까이 기립박수를 보냈다. 스콜라는 담담하게 벤치로 들어왔으나 이내 눈물을 터뜨렸다. 마지막이라는 걸 실감하는 순간이었다. 
경기 후 스콜라는 ""동료들뿐만 아니라 상대팀과 심판까지 존중해줬다. 인정받았다고 생각한다""라며 ""그 순간 침착함을 유지하는 게 힘들었다""라며 눈물을 흘린 이유를 설명했다. 
이어 ""나는 41살이다. 내 나이 또래 선수들이 그렇게 많지 않다""라며 ""마지막 순간까지 함께하고 싶었다. 대표팀은 나에게 더 큰 의미다. 이제 쉬면서 다음에 무슨 일이 일어날지 지켜보겠다. 이젠 멈추고 생각해볼 때다""라고 덧붙였다. 
한편 이번 올림픽 이후 스페인의 전설 파우 가솔(41)과 마크 가솔(36)도 대표팀 은퇴를 선언했다. 스페인은 8강에서 미국을 만나 패배하면서 대회를 마무리했다."
[SPO도쿄] 김연경 후회없이 해냈다! 女배구 '세계 4위' 터키 3-2로 꺾고 '4강 진출',2021. 08. 04,정형근 기자,스포티비뉴스,"[스포티비뉴스=도쿄, 정형근 기자] '배구 여제' 김연경(33)이 맹활약한 한국 여자 배구가 또 해 냈다. 강팀 터키를 넘고 4강으로 향했다. 이제 메달에 도전한다. 
한국은 4일 일본 아리아케아레나에서 열린 도쿄올림픽 여자 배구 터키와 8강전에서 세트스코어 3-2(17-25,25-17,28-26,18-25,15-13)로 승리했다. 에이스 김연경은 중요할 때마다 꽂은 28득점으로 팀을 이끌었다. 
한국 여자 배구는 1976년 몬트리올 올림픽에서 동메달을 딴 것이 최고 성적이다. 김연경이 이끌었던 한국은 2012년 런던 올림픽에서 4위, 2016년 브라질 올림픽에서 5위에 올랐다. 
도쿄에서 역대 최고 성적에 도전한다. 오늘(4일) 밤 9시 30분에 펼쳐지는 브라질과 ROC(러시아)의 8강전 승자와 오는 6일 준결승전을 펼친다. 
터키는 세계 최고의 여자 리그를 갖고 있는 배구 강국이다. 조별리그 B조에서 3위(3승 2패)로 녹아웃 스테이지에 올랐다. 미국(1위) 브라질(2위) 중국(3위)에 이어 세계 4위로, 객관적인 전력에서 세계 13위 한국을 앞섰다. 한국과 역대 전적 7승 2패였다. 
한국은 터키의 높이를 넘기가 버거웠다. 2m 쿠브라 칼리스칸, 1m97 에브라르 카라쿠르트 등 '장신숲'을 뚫지 못했다. 결정적인 순간 블로킹에 막혀 1세트를 17-25로 내줬다. 
그러나 이대로 무너질 한국이 아니었다. 2세트부터 집중력을 발휘했다. 박정아·염혜선 서브 에이스와 김연경·김희진의 블로킹을 앞세워 19-9, 10점 차로 앞서 갔다. 특히 절친 에다 에르뎀의 공격을 김연경이 블로킹으로 막는 장면은 의미 있었다. 25-17로 2세트를 가져왔다. 
3세트, 터키 실책이 많아져 1-5로 앞섰다. 한국에 김연경이 있다면, 터키엔 주장 에다 에르뎀이 있었다. 에드뎀의 공격 성공으로 터키가 16-17로 역전시켰다. 막판 듀스 상황이 계속됐다. 24-24부터 26-26까지 점수를 주고받았다. 터키의 터치네트로 세트스코어 기회를 잡았다. 그리고 이어진 강심장 박정아의 스파이크. 터치아웃으로 연결해 28-26으로 끝냈다. 
한국은 18-25로 4세트를 내주며 터키와 벼랑 끝까지 갔지만 한국은 집중력을 보였다. 
5세트 시소게임을 이어 갔다. 터키의 새 얼굴 투그바 세노글루의 연속 공격에 5-7까지 리드를 허용하다가 7-7로 따라갔다. 10-10에서 박은진의 날카로운 서브 3방이 승리를 가져왔다. 리시브가 흔들리며 3점을 내리 따냈다. 결국 15점에 먼저 도달한 건 한국이었다. 15-13 경기 끝. 
'세계 4위' 터키를 꺾은 한국은 서로 부둥켜안고 감격의 눈물을 흘렸다. 
한국은 이재영 이다영의 학폭 논란으로 어수선한 가운데, 올림픽에서 '원팀'이 되기 위해 노력했다. 김연경 중심으로 똘똘 뭉쳤다. 
김연경은 도미니카공화국과 경기에서 세트스코어 1-2로 위기에 빠져 있을 때 ""해 보자. 해 보자. 후회하지 말고""를 외치며 팀을 다독였고 결국 역전승을 일궈 냈다. 8강 진출의 분수령이 됐던 장면이었다. 
김연경의 '라스트댄스'는 끝나지 않았다. 원팀이 된 한국은 조직력과 투지로 후회하지 않을 명승부를 만들어 내고 있다. 4강전은 또 다른 명장면이 여러 차례 나올 터. 오는 6일 이기면 은메달을 확보한다."
"""올려만 놔, 내가 해결할게""..터키 블로킹 뚫어버린 김연경",2021. 08. 04,김효경,중앙일보,"팀을 하나로 만들고, 무거운 짐은 스스로 졌다. 한국 여자 배구가 김연경(33·상하이)의 눈부신 활약에 힘입어 4강에 올랐다. 
한국 여자 배구 대표팀은 4일 도쿄 아리아케 아레나에서 열린 2020 도쿄올림픽 여자 배구 8강 터키전에서 세트 스코어 3-2(17-25, 25-17, 28-26, 18-25, 15-13)로 이겼다. 한국은 2012 런던올림픽(4위) 이후 9년 만에 준결승에 진출했다. 1976년 몬트리올 대회(동메달) 이후 45년 만의 메달 획득 도전도 이어간다. 
에이스 김연경은 팀내 최다인 28점(서브 득점 1개, 블로킹 1개 포함)을 올렸다. 디그(스파이크를 받아내는 것)도 수비전문 리베로 오지영보다 더 많은 16개를 기록했다. 
지오반니 귀데티 터키 감독은 독일, 네덜란드, 터키 그리고 터키 리그에서 수없이 맞붙었다. 그래서 리시브가 좋은 김연경에게 서브를 주지 않고, 김연경 앞에는 높은 블로킹을 세웠다.  
 소용없었다. 김연경은 일본전을 제외한 조별리그에선 많은 공격을 하진 않았지만, 이날 경기는 달랐다. 오픈 공격과 반격 상황 등 큰 공격을 도맡았다. 조별리그 블로킹 1위 제라 귀네슈와 김연경과 절친한 전 동료 에다 에르뎀이 가로막았지만 뚫어냈다. 
운명의 5세트 첫 득점을 올린 김연경은 언더핸드 패스를 받아서 두 번째 득점까지 올렸다. 재역전당한 9-10에서도 카라쿠르트의 서브를 받은 뒤 공격까지 연결했다. 이어 박은진의 서브 때 상대 리시브가 길게 넘어온 것을 다이렉트 킬로 마무리했다. 14-13에서도 첫 번째 공격이 수비에 막혔지만, 침착하게 다시 성공시켜 경기를 끝냈다. 
김연경은 일본전 승리 이후 1일 자신의 소셜미디어에 '스포츠로 인해 모두가 하나 된다는 것을 다시 한번 느꼈다. 우리는 하나다'라는 메시지를 올렸다. 그 말처럼 주장인 김연경은 ""가자""와 ""할 수 있다""를 외치며 팀원들을 독려했다. 
상대 목적타 서브에 고전하는 박정아를 향해서는 ""괜찮다. 올려만 놓으면 해결하겠다""고 다독였다. 경기 상황에 대해서도 계속 선수들에게 알려주며 '코트 위의 감독' 역할까지 했다. 심판 판정에 어필을 하다 경고를 2번 받아 실점할 정도로 경기에 집중했다. 
김연경은 2012년 런던올림픽에서 맹활약했다. 득점 1위에 오르면서 최우수선수상(MVP)까지 받았다. 하지만 동메달결정전에서 숙적 일본에 패해 4위에 그쳤다. 이후 세계최고의 터키 리그에 진출한 그를 전세계 배구계에서 '최고'라고 인정했다. 
하지만 두 번째 올림픽에서도 김연경은 원하던 메달을 얻지 못했다. 조별리그에서 일본을 꺾고 8강까지 진출했지만 네덜란드에 패해 준결승 진출에 실패했다. 
30대가 된 김연경은 도쿄올림픽을 앞두고 ""이번이 마지막 대회""라고 선언했다. 코로나19로 올림픽이 1년 연기 되자 대회 준비를 위해 국내 무대로 돌아오는 선택까지 내렸다. 사실상 이번 올림픽 이후엔 태극마크를 반납할 가능성도 있다. 그만큼 김연경의 올림픽에 대한 의지는 강했다. 
터키를 이기면서 김연경의 메달 도전은 이어지게 됐다. 6일 열리는 준결승 상대는 4일 밤 열리는 브라질-러시아올림픽위원회전 승자다. 
김효경 기자 kaypubb@joongang.co.kr"
"[SPO도쿄] '약속의 8회 없었다' 한국, '숙적' 일본에 2-5 패..결승 직행 실패",2021. 08. 04,정형근 기자,스포티비뉴스,"[스포티비뉴스=요코하마, 정형근 기자] 치열하게 싸웠다. 일본이 자랑하는 에이스와 대등하게 맞섰다. 그러나 결승 직행에는 실패했다. 
한국은 4일 일본 요코하마 요코하마스타디움에서 열린 2020 도쿄 올림픽 야구 일본과 준결승전에서 2-5로 졌다. 5일 미국전에서 이기면 다시 일본과 '리턴매치'를 치를 수 있다. 미국에 지면 도미니카공화국과 동메달 결정전을 벌인다. 
선발 고영표가 5이닝을 채웠다. 3회 하위 타순에 연속 안타를 내주면서 내준 무사 1, 2루 위기에서 1실점으로 이닝을 마무리했다. 5회에도 무사 2루에서 1실점으로 버티기에 성공했다. 고영표는 5이닝 6피안타 1볼넷 7탈삼진 2실점. 일본 타자들에게도 고영표의 체인지업은 까다로운 구종이었다는 것을 확인했다. 
타선은 1회 선취점 기회를 놓친 뒤 한동안 일본 선발 야마모토 요시노부에게 고전했다. 1회 1사 2, 3루에서 양의지와 김현수가 연달아 삼진으로 물러났다. 2회에는 2사 1루에서 허경민의 병살타가 나왔다. 
3회부터는 완전한 야마모토의 흐름이었다. 한국은 3회부터 5회까지 안타 1개를 치면서 삼진을 6번이나 당했다. 
그러나 2점은 한 번에 따라잡을 수 있는 차이였다. 한국은 타순이 세 바퀴 돈 6회 반격했다. 박해민이 좌전 안타에 이어 상대 실책으로 2루까지 진루했다. 박해민은 강백호의 짧은 좌전안타에 홈까지 내달려 1-2를 만들었다. 이정후는 우전 안타로 강백호를 3루까지 보냈다. 
양의지가 삼진으로 물러나면서 일본이 투수를 교체했다. 야마모토에 이어 왼손 필승조 이와자키 스구루가 마운드에 올랐다. 김현수에게 왼손타자는 벽이 아니었다. 중전 적시타로 2-2 동점을 만들었다. 
동점이 된 뒤에는 불펜 싸움이 치열했다. 한국 두 번째 투수 차우찬이 일본 좌타 라인을 잡은 뒤 조상우가 나와 6회에 이어 7회까지 무실점으로 마운드를 지켰다. 일본은 7회 이토 히로미를 내세워 동점을 유지했다. 
'약속의 8회'는 없었다. 한국은 8회 2사 후 김현수의 2루타로 끈기를 보였지만 대타 최주환 카드가 불발되면서 역전에 실패했다. 
오히려 일본에 점수를 빼앗겼다. 1사 1루에서 고우석이 곤도 겐스케를 상대로 땅볼 유도에 성공하고도 병살 플레이로 이어가지 못했다. 고의4구와 볼넷으로 만루에 몰린 뒤 야마다 데쓰토에게 싹쓸이 3타점 2루타를 맞았다. 
한국은 9회에 극적인 반전을 노렸다. 그러나 역전에 성공하지 못했다. 무사 2루에서 추격에 실패했다. 한국은 5일 미국과 결승 진출을 놓고 맞선다."
"'여자 골프' 첫 날 1R 순항.. 고진영-박인비, 나란히 상위권 포진",2021. 08. 04,동아닷컴 조성운 기자,스포츠동아,"금메달을 노리는 한국 여자 골프가 첫 날 1라운드에서 기분 좋은 출발을 보였다. 특히 고진영(26) 3언더파로 상위권에 이름을 올렸다.
고진영은 4일 일본 사이타마현 가와고에시 가스미가세키 컨트리클럽(파71)에서 열린 2020 도쿄올림픽 여자 골프 1라운드에서 3언더파 68타를 쳤다. 
이날 고진영은 버디 6개와 보기 3개를 묶어 3타를 줄여 오후 1시 30분 현재 공동 3위에 자리했다. 첫 날 상위권에 안착한 것.
고진영은 현재 세계랭킹 2위로 해외 베팅 사이트에서 이번 대회 금메달 가능성 2위로 평가된 선수. 1위는 미국의 넬리 코다다.
첫 라운드의 모습은 평가 그대로였다. 고진영은 1번 홀에서 버디를 잡았으나 4번 홀과 7번 홀에서 보기를 적어내며 흔들리는 모습을 보였다.
이후 고진영은 8번 홀에서 바로 버디를 기록하며 타수를 줄였으나 12번 홀에서 다시 보기를 기록해 조금은 아쉬운 모습을 보였다.
하지만 고진영은 후반 집중력을 발휘했다. 13-14번 홀에서 연속 버디로 분위기를 반전시킨 뒤 16-17번 홀에서 다시 연속 버디를 작성했다.
결국 고진영은 초-중반의 아쉬움을 막판 연속 버디로 만회하며, 3언더파 68타를 기록해 다음 라운드에 대한 희망을 높였다.
또 올림픽 2연패를 노리는 ‘골프 여제’ 박인비도 첫날 경기를 잘 치렀다. 박인비는 버디 3개와 보기 1개로 2언더파 69타를 적어내 공동 7위에 이름을 올렸다.
한국은 이번 대회에 고진영, 박인비, 김세영, 김효주까지 총 4명이 출전했다. 순서대로 세계랭킹 2, 3, 4, 6위. 모두 금메달 후보로 평가되고 있다.
동아닷컴 조성운 기자 madduxly@donga.com"
이렇게 일이 커질 줄이야..케인 토트넘 복귀 결정,2021. 08. 04,김건일 기자,스포티비뉴스,"[스포티비뉴스=김건일 기자] 맨체스터시티로 이적을 요구하며 토트넘 홋스퍼 훈련장에 나타나지 않은 해리 케인(27)이 한발 물러선다. 
영국 디애슬래틱은 케인이 다가오는 주말 홋스퍼 웨이에 복귀할 것이라고 4일(한국시간) 보도했다. 
런던 매체 이브닝스포츠와 다른 영국 매체 스카이스포츠 역시 같은 내용을 전했다. 
디애슬래틱에 따르면 케인은 자신의 행동은 클럽에 (이적) 의지를 전달하기 위한 것이었는데 상황이 너무 부풀려졌다고 느끼고 있다. 
스카이스포츠는 ""케인은 단지 항의하고 좌절감을 보여 주려는 생각이다. 적절한 제안이 들어오면 떠날 수 있다는 말을 들었다고 생각하고 있다""고 전했다. 영국 런던 매체 이브닝스포츠도 ""케인이 주말에 돌아온다""고 
케인은 현지 시간으로 지난 월요일 휴가를 마치고 홋스퍼 웨이로 돌아와 신종코로나바이러스 감염증(코로나19)와 기초 체력 검사를 받을 예정이었다. 
하지만 통보 없이 나타나지 않았고, 화요일에도 '노쇼'를 이어갔다. 
토트넘 수뇌부는 케인의 '노쇼'에 크게 분노했고, 케인에게 벌금 징계를 예고했다. 대런 벤트, 게리 네빌 등 토트넘과 잉글랜드 국가대표 선배들은 ""프로답지 않은 행동""이라며 ""케인이 돌아가야 한다""고 비난했다. 
그러나 맨체스터시티로 이적 의지를 굽힌 것은 아니다. 애슬래틱은 ""케인은 맨체스터시티로 이적을 원하고 있으며, 다니엘 레비 회장과 맺은 '신사적인 협정'으로 팀을 떠날 수 있을 것이라고 믿고 있다. 하지만 레비 회장은 케인과 '신사적인 협정은 없었다'고 부인하고 있으며, 다른 프리미어리그 구단으로는 이적시킬 생각이 없다""고 설명했다. 
이어 맨체스터시티는 1억3000만 파운드를 준비하고 있으며 여전히 케인을 영입할 자신이 있다고 디애슬래틱은 덧붙였다."
"'레드 카드도 불사' 김연경, '월클' 뽐내며 터키에 눈물바다 안겼다 [도쿄올림픽]",2021. 08. 04,한용섭,OSEN,"[OSEN=한용섭 기자] ‘배구 여제’ 김연경이 월드클래스를 뽐내며 4강 진출을 이끌었다. 강한 승부욕으로 심판 판정에 항의하며 레드 카드를 받는 것도 개의치 않았다.
한국 대표팀은 4일 일본 도쿄 아리아케 아레나에서 열린 2020 도쿄 올림픽 터키와 8강전에서 세트 스코어 3-2(17-25, 25-17, 28-26, 18-25, 15-13)로 승리했다. 
김연경은 이날 양 팀 최다인 28점을 올리며 세계 4위 터키를 울렸다. 김연경은 공수에서 믿음직한 활약을 하며 후배들을 다독였고, 위기에서 흔들리지 않았다.
5세트 14-11로 앞서며 승리가 눈앞이었다. 그러나 터키에 2점 연속 허용하며 14-13으로 추격당했다. 듀스로 가면 어찌될 지 모를 상황, 김연경은 마지막 공격을 성공시키며 4강 티켓을 거머쥐었다.
김연경은 3세트 심판 판정에 항의하다 옐로 카드를 받았다. 24-23에서 양효진의 공격이 상대 블로커에 맞는 듯 했으나 심판은 포히트를 선언해 24-24 듀스가 됐다. 김연경은 네트를 건드리며 블로커에 맞았다고 거칠게 항의했고, 심판은 옐로 카드를 꺼냈다.
4세트 2-7에서 박정아 공격이 아웃됐다. 한국이 비디오 챌린지를 신청했고, 비디오 판독에서 상대 블로커에 터치가 됐음에도 터키 득점이 그대로 인정됐다.
이후 실점 과정에서 김연경이 판정에 항의하다 레드카드를 받아 1점을 내줬다. 4세트를 터키에 내줬으나 5세트 랠리를 거듭하다 김연경은 10점대에서 잇따라 결정적인 공격을 성공시켰다.
9-10에서 김연경의 스파이크로 10-10 동점이 됐다. 이후 박은진의 강한 서브에 터키 리시브가 길어서 네트 위까지 넘어왔다. 김연경이 전위에서 2차례 직접 강타를 성공시켜 12-10으로 리드를 잡았다. 그리곤 14-13에서 김연경이 호쾌한 스파이크로 경기를 끝냈다. 
4강 진출이 좌절된 터키 선수들은 경기 후 코트에 주저앉아 눈물을 흘리며 아쉬워했다. 
/orange@osen.co.kr"
