title,date,content
"‘사격 첫 메달’ 김민정, 여자 25m 권총 은메달 쾌거…슛오프 접전",2021-07-30,"선두 놓고 치열한 접전 이어가금메달은 러시아 바차라시키나





▲ 사격 대표팀 김민정이 30일 도쿄 아사카 사격장에서 열린 여자 권총 25m 결선 경기에서 은메달을 확정지은 후 기뻐하고 있다. 도쿄 뉴스1


대한민국 사격 김민정(24·KB 국민은행)이 30일 ‘2020 도쿄올림픽’ 여자 권총 사격 25m 결선 경기에서 은메달을 목에 걸었다. 한국 사격대표팀 첫 메달이다.김민정은 이날 30일 일본 도쿄 아사카 사격장에서 열린 도쿄올림픽 사격 여자 25ｍ 권총 결선에서 슛오프 접전 끝에 은메달을 차지했다.본선 8위로 결선행 막차를 탄 김민정은 결성 급사에서 비탈리나 바차라시키나(ROC)와 슛오프 최후의 숨막히는 대결을 벌였으나 간발의 차로 금메달을 바차라시키나에게 내줬다.결선은 급사 50발로 순위를 정한다. 10.2점 이상을 쏘면 1점, 10.2점 미만을 쏘면 0점을 획득하며 만점은 50점이다. 5발 단위 사격이며 16∼20발부터 최하점을 기록한 선수는 탈락한다.









▲ 사격 김민정 ‘? 사냥’대한민국 사격 김민정이 30일 오후 도쿄 아사카 사격장에서 열린 ‘2020 도쿄올림픽’ 여자 권총 사격 25m 결선 경기에서 사격을 하고 있다. 2021.7.30 도쿄 뉴스1


러시아와 선두 놓고 각축전단독 선두서 슛오프까지 피말려김민정은 1위 자리를 놓고 러시아 선수와 끝까지 엎치락뒤치락했다.






1스테이지 첫 5발에서 4점 획득한 김민정은 이후 내리 5점을 쏘며 15발까지 14점으로 2위와 4점 차 선두를 달렸다. 김민정은 16∼20발에서 2점에 그쳤지만 여전히 선두를 달렸다. 2위와 격차는 1점으로 좁혀졌다.21∼25발에서도 2점을 쏜 김민정은 1점 차 선두를 유지했다. 26∼30발에서는 4점을 쐈지만 선두를 바차라시키나에게 내줬다.31∼35발에서 4점을 쏘며 김민정은 합계 26점으로 바차라시키나와 공동 선두로 올라섰다.4명이 생존한 가운데 36∼40발에서 김민정은 4점을 보탰고, 합계 30점으로 여전히 공동 선두를 달렸다.김민정은 3명이 생존해 동메달을 확보한 상태에서 41∼45발째에 4점을 쏴 단독 선두로 올라섰다.이후 김민정과 바차라시키나와 둘만 생존한 마지막 46∼50발.김민정은 합계 38점으로 공동 선두를 허용해 슛오프에 들어갔다.5발로 최종 승부를 가리는 슛오프 김민정은 1점에 그쳐 4점을 쏜 바차라시키나에게 금메달이 돌아갔다.









▲ 김민정 ‘마인드 컨트롤’대한민국 사격 김민정이 30일 오후 도쿄 아사카 사격장에서 열린 ‘2020 도쿄올림픽’ 여자 권총 사격 25m 결선 경기에서 사격 준비를 하고 있다. 2021.7.30 도쿄 뉴스1












▲ 김민정 ‘차분하게’대한민국 사격 김민정이 30일 오후 도쿄 아사카 사격장에서 열린 ‘2020 도쿄올림픽’ 여자 권총 사격 25m 결선 경기에서 사격준비를 하고 있다. 2021.7.30 도쿄 뉴스1








▲ 사격 국가대표 김민정이 30일 도쿄 아사카 사격장에서 열린 ‘2020 도쿄올림픽’ 여자 권총 사격 25m 결선 경기에서 손을 흔들어 인사하고 있다. 도쿄 뉴스1


강주리 기자 jurik@seoul.co.kr"
"여자 25m 권총 김민정 깜짝 은메달, 사격 첫 메달 획득",2021-07-30,"▲ 사격 대표팀 김민정이 30일 도쿄 아사카 사격장에서 열린 여자 권총 25m 결선 경기에서 은메달을 확정지은 후 기뻐하고 있다. 도쿄 뉴스1


김민정이 여자 25m 권총 은메달을 획득하며 한국 사격 첫 메달을 땄다.김민정은 30일 일본 도쿄 아사카 사격장에서 열린 도쿄올림픽 사격 여자 25ｍ 권총 결선에서 최종 2위로 대회를 마쳤다. ‘사격황제’ 진종오를 비롯해 이번 대회에서 사격 선수들이 줄줄이 메달 획득에 실패했었지만 김민정은 반전을 거듭하며 깜짝 은메달 소식을 전했다.여자 25m 권총은 본선에서 완사 40발, 급사 30발을 쏴 합계 점수로 결선 진출자를 정한다. 김민정은 29일 1일차 완사 경기에서 291점(9위)을 기록했고, 이날 2일차 급사 경기에서 293점을 쏘며 합계 584점(평균 9.733점)으로 8위를 차지해 극적으로 결선에 나갔다. 9위 조라나 아루노비치(세르비아)와 584점 동점이었지만 중앙의 원을 쏜 횟수가 아루노비치(18회)보다 김민정(19회)이 앞섰다.급사 50발로 순위를 정하는 결선은 10.2점 이상을 쏘면 1점, 10.2점 미만을 쏘면 0점이다. 5발 단위로 사격해 16~20발부터 최하점을 기록한 선수는 탈락한다.김민정은 21~25발까지 1점 차 선두를 유지했다가 26~30발에서 비탈리나 바차라시키나(러시아올림픽위원회)에게 선두를 내줬다. 31∼35발에서 4점을 쏘며 합계 26점으로 바차라시키나와 공동 선두로 올라선 그는 41~45발째에 4점을 쏴 단독 선두로 올라섰다.






금메달의 주인공을 가르는 마지막 46∼50발에서 김민정이 4점, 바차라시키나가 5점을 쏘며 합계 38점을 공동 선두를 허용해 슛오프에 들어갔다. 5발로 최종 금메달을 결정짓는 승부에서 김민정은 1점에 그쳤지만 바차라시키가나 4점을 쏘며 메달 색깔이 갈렸다.도쿄 류재민 기자 phoem@seoul.co.kr"
투혼이란 무엇인가...안세영의 까진 무릎,2021-08-02,"상대 공격 받아내려 수 차례 몸날려코트 바닥에 쓸려 무릎에 피 나기도 










▲ 30일 일본 무사시노노모리 스포츠플라자에서 열린 도쿄올림픽 배드민턴 여자 단식 8강전 중국 천위페이와의 경기 중 넘어진 안세영의 무릎이 까져있다. 연합뉴스


2020 도쿄올림픽 여정을 마무리한 한국 셔틀콕의 미래 안세영(19·삼성생명)의 상처투성이 무릎이 화제다.안세영은 30일 도쿄 무사시노모리 스포츠 플라자에서 열린 도쿄올림픽 배드민턴 여자 단식 8강전에서 중국의 천위페이에 막혀 4강 진출이 좌절됐다. 그러나 코트에 몸을 던져 쓰러지고 다시 오뚝이처럼 일어나는 투지를 보여주며 박수 갈채를 받았다. 그는 거의 매 경기 수비하며 몸을 던지다가 코트 바닥에 무릎을 쓸렸다. 무릎의 상처는 어찌보면 그의 투지를 고스란히 드러내는 훈장인 셈이다.안세영은 올림픽 데뷔전인 지난 24일 C조 1차전에서 클라라 아수르멘디(스페인)를 상대할 때 2세트 8-3 상황에서 잠시 부상을 치료했다. 몸을 던져 수비하다 무릎에 피가 났기 때문이다. 29일 부사난 옹밤룽판(태국)과의 16강전에서도 2세트 때 넘어져 무릎에 상처가 났는데 테이프를 두르고 2-0 승리를 따냈다.“코트에 부딪히면 정말 아픈데 이기고 있으면 너무 기뻐서 안 아프다”던 안세영은 30일 천적과 맞닥뜨린 8강전에서는 더욱 몸을 사리지 않았다. 천위페이의 강력한 점프 스매시를 받아내기 위해 수 차례 몸을 날렸다. 특히 2세트 막판에는 네트 가까이에서 푸시를 시도하다 오른쪽 발목이 접질려 넘어졌다. 긴급 치료를 받고 다시 코트에 선 안세영은 마지막까지 포기하지 않고 천위페이를 추격했다.경기 뒤 안세영은 발목 상태에 대해 묻자 “더 크게 다쳤어도 훈련한 게 아까워서라도 계속 뛰었을 것 같다”고 말했다. 안세영은 10대에 만난 첫 올림픽이 아쉽게 마무리 되자 눈물을 왈칵 쏟았다. 국가대표 데뷔전이었던 2018년 자카르타·팔렘방 아시안게임 첫 경기에서 천위페이에 패해 탈락한 뒤 하루도 쉬지 않고 훈련을 거듭한 순간들이 스쳐지나갔기 때문이다. 안세영은 “후회 없이 준비했는데도 이 정도의 성과가 나왔다”며 “그렇게 준비해서도 안 됐으니 더 열심히 준비해야겠다”고 말했다. 무릎과 발목, 그리고 패배의 아픔은 잊은 모습이었다.






도쿄 홍지민 기자 icarus@seoul.co.kr"
"[속보] 사격 김민정, 여자 25ｍ 권총 은메달…사격 첫 메달",2021-07-30,"▲ 김민정 ‘25m 권총 결선 앞두고’대한민국 사격 김민정이 30일 오후 도쿄 아사카 사격장에서 열린 ‘2020 도쿄올림픽’ 여자 권총 사격 25m 결선 경기에서 손을 흔들어 인사하고 있다. 2021.7.30 도쿄 뉴스1


대한민국 사격 김민정이 30일 ‘2020 도쿄올림픽’ 여자 권총 사격 25m 결선 경기에서 은메달을 목에 걸었다. 한국 사격대표팀 첫 메달이다.김민정은 이날 일본 도쿄 아사카 사격장에서 열린 도쿄올림픽 사격 여자 25ｍ 권총 결선에서 슛오프 접전 끝에 은메달을 차지했다.본선 8위로 결선행 막차를 탄 김민정은 결성 급사에서 비탈리나 바차라시키나(ROC)와 슛오프 최후의 숨막히는 대결을 벌였으나 간발의 차로 금메달을 바차라시키나에게 내줬다.강주리 기자 jurik@seoul.co.kr"
"[포토] ‘25년 만의 쾌거’ 높이뛰기 우상혁, 9위로 결선 진출",2021-07-30,"우상혁은 30일 도쿄 올림픽 스타디움(신국립구장)에서 열린 2020 도쿄올림픽 육상 남자 높이뛰기 예선에서 2ｍ28을 넘어 전체 9위로 결선 진출에 성공했다.한국 육상 트랙&필드 선수가 올림픽 결선에 진출한 건, 1996년 높이뛰기 이진택 이후 무려 25년 만이다.  2021.7.30연합뉴스"
‘라켓 소녀’ 안세영의 올림픽 성년식은 8강까지 “계속 도전”,2021-07-30,"도쿄올림픽 여자 단식 8강에서 천적에 가로 막혀 










▲ 한국 배드민턴 대표팀의 안세영이 30일 일본 무사시노노모리 스포츠플라자에서 열린 도쿄올림픽 배드민턴 여자 단식 8강전 경기에서 천위페이(중국)와 랠리를 펼치고 있다. 연합뉴스


‘한국 셔틀콕의 미래‘ 안세영(19·삼성생명)의 올림픽 성년식이 8강에서 마무리 됐다.안세영은 30일 일본 도쿄 무사시노노모리 스포츠플라자에서 열린 2020 도쿄올림픽 배드민턴 여자 단식 8강전에서 ‘천적’ 천위페이(중국)에게 0-2(18-21 19-21)로 막혀 4강 진출이 좌절됐다.천위페이는 안세영의 국가대표 데뷔전이었던 2018년 자카르타·팔렘방 아시안게임 32강전에서 쓰라림을 준 상대다. 이후 3번 더 겨뤘으나 모두 졌다. 안세영이 1996년 애틀랜타 대회 방수현 이후 25년 만에 단식 메달을 따내려면 천위페이를 넘어야 했으나 아쉽게 4전5기에 실패했다. 한국 배드민턴 사상 첫 10대 메달리스트도 무산됐다.안세영은 이날 헤어핀 등 네트를 활용한 플레이에서 우위를 보였고, 천위페이는 강력한 점프 스매시와 좌우를 흔드는 대각 공격이 인상적이었다. 안세영은 1세트와 2세트 한 때 각가 6점 차, 5첨 차까지 앞서기도 했으나 노련한 천위페이에 따라잡혀 결국 두 세트 모두 내줬다. 2세트 막판에는 푸시를 하다가 발목을 접질려 응급 치료를 받기도 했다. 아픈 발목에도 끝까지 추격했지만 승부를 뒤집지는 못했다.









▲ 안세영 연합뉴스


안세영은 경기 뒤 고개를 푹 숙이고 의자에 걸터앉아 한동안 코트를 떠나지 못했다. 눈물이 그렁그렁 한 채로 믹스트존에 들어선 안세영은 “아시안 게임 이후 ‘하루도 안 쉬고 올림픽을 준비하겠다’고 스스로에게 다짐했고, 그 약속을 지켰다”며 “후회 없이 준비했는데 기대만큼 성과가 나오지 않아 너무 아쉽다”고 말했다. 중간 중간 울먹이다 말을 잇지 못하던 안세영은 “공격력을 키우기 위해 쉬는 날 없이 계속 선생님이 올려주시는 공으로 연습했다”며 “기대도 많이 해주시고 정말 열심히 훈련해주셨는데 정말 죄송하다. 제가 아직 많이 부족한 것 같다”고 속상해 했다. 이날 경기에 대해서는 “인내심과 집중력에서 천위페이보다 부족해서 지지 않았나 생각한다”고 했다. 접질린 발목은 개의치 않았다. 그는 “이보다 더 크게 다쳤어도 훈련한 게 아까워서라도 계속 뛰었을 것”이라고 했다.안세영은 특히 “한국 배드민턴 하면 복식을 많이 떠올린다”며 “단식을 많이 알리고 싶었는데 단식이 약하다는 말이 또 나올 것 같다”며 아쉬워했다.






마냥 눈물만 흘린 것은 아니다. 그는 “후회 없이 준비했는데 이 정도의 성과가 나왔다”며 “그렇게 준비해서도 안 됐으니 이보다 더 열심히 준비해야겠다”고 각오를 다졌다. 또 천위페이를 쓰러뜨릴 때까지 “계속 도전하겠다”고도 했다.안세영은 한국에 돌아가면 스무살의 자유를 느껴보고 싶다고 말하며 잠시 웃음을 되찾았다. 그는 “스무살이 되면 하고 싶은 게 여러가지 있었는데 한 번도 안 먹어본 술을 딱 한 잔만 하고 싶다. 종류에 상관 없이 딱 한잔만”이라며 “기분 좋게 마시면 더 좋았을 텐데 아쉽다”고 말했다. 스트레스가 쌓일 때면 진천선수촌 하늘에 가득한 별을 보며 안정을 찾았던 그는 “일본에서는 멋진 달을 봤는데 소원이 안 이뤄졌다”며 미소를 지었다.도쿄 홍지민 기자 icarus@seoul.co.kr"
“할 수 있다” 박상영 대역전극…남자 에페 단체 극적 4강,2021-07-30,"오늘 오후 1시 40분 일본과 준결승전 






▲ 한국 펜싱 남자 에페 대표팀 박상영이 30일 일본 마쿠하리메세 홀에서 열린 도쿄올림픽 펜싱 남자 에페 단체전 8강 스위스와의 경기에서 승리한 뒤 포효하고 있다. 2021.7.30. 연합뉴스


지난 2016 리우 올림픽에서 ‘할 수 있다’ 신드롬을 일으킨 박상영(26·울산광역시청)이 믿을 수 없는 퍼포먼스를 펼치면서 대역전극을 이끌었다.사상 첫 올림픽 메달을 노리는 남자 에페 대표팀이 스위스를 극적으로 꺾고 단체전 4강에 진출했다.박상영을 필두로 권영준(34·익산시청), 마세건(27·부산광역시청), 송재호(31·화성시청)로 구성된 남자 에페 대표팀은 30일 오전 도쿄 미쿠하리 메세 B홀에서 펼쳐진 도쿄 올림픽 남자 단체 에페 8강 경기에서 스위스에 44-39로 승리했다.한국은 1라운드에서 에이스 박상영을 내보냈다. 박상영은 초반부터 상대를 강하게 몰아 붙였고 4-3으로 기선 제압에 성공했다.2라운드에서는 권영준이 출전했다. 권영준은 상대에게 한 점도 주지 않고 4점을 획득하며 점수 차를 8-3으로 볼렸다. 3라운드에 나선 마세건도 10-8로 마무리하며 리드를 빼앗기지 않았다.






한국은 4라운드에서 주춤하며 14-15, 1점 차 역전을 허용했다. 5라운드에서 박상영이 22-21로 다시 리드를 찾아왔고 6라운드에서도 25-23으로 유지했다.그러나 7라운드에서 권영준이 상대에게 7점을 내주며 27-30으로 역전을 허용했다. 8라운드에서는 30-34로 점수 차가 더 벌어졌다.하지만 마지막 9라운드에서 박상영이 무려 14점을 획득하며 대역전극을 완성, 준결승에 올랐다.한국은 이날 오후 1시 40분 팀 세계랭킹 1위 프랑스를 누르고 올라온 일본과 준결승에서 격돌한다.이보희 기자 boh2@seoul.co.kr"
"높이뛰기 우상혁, 한국 육상 25년 만에 올림픽 결선행",2021-07-30,"30일 예선 2m28 넘어 9위 통과8월 1일 결선 한국 신기록 도전 










▲ 30일 도쿄 올림픽스타디움에서 열린 도쿄올림픽 육상 남자 높이뛰기 예선에 출전한 우상혁이 2.28m를 2차 시기에 성공하고 있다.연합뉴스


우상혁(25·국군체육부대)이 한국 육상 트랙·필드 사상 25년 만에 올림픽 결선 라운드에 진출했다.우상혁은 30일 도쿄 올림픽 스타디움에서 열린 2020 도쿄올림픽 육상 남자 높이뛰기 예선에서 2ｍ28을 넘어 전체 9위로 결선에 올랐다. 한국 육상 트랙&필드 선수가 올림픽 결선에 진출한 건 1996년 애틀랜타 대회 남자 높이뛰기 이진택 이후 처음이다.이날 우상혁은 2ｍ17, 2ｍ21, 2ｍ25를 모두 1차 시기에 가볍게 넘었다. 2ｍ28은 1차 시기에 실패했지만 2차 시기에서 성공하고 환호했다. 또 다른 선수 경기 결과를 확인한 뒤 태극기 세리머니를 하며 결선 진출의 기쁨을 만끽했다.도쿄올림픽 남자 높이뛰기는 2ｍ30을 넘거나 전체 33명 중 상위 12명 안에 들면 결선에 진출한다. 이날 2ｍ28을 넘은 선수는 13명이었고, 2차 시기에 2ｍ28을 넘은 우상혁은 2ｍ30을 시도하지 않고 결선행을 확정했다. 세계육상연맹은 2ｍ28을 넘은 13명에게 모두 결선 진출권을 줬다.우상혁은 새달 1일 대망의 올림픽 결선 무대에서 다시 새 역사에 도전한다. 애틀랜타 대회 당시 이진택은 결선에서 2ｍ29를 넘어 한국 육상 트랙&필드 사상 올림픽 최고 순위인 8위를 기록했다. 앞서 1984년 로스앤젤레스 대회 남자 멀리뛰기 김종일, 1988년 서울올림픽 여자 높이뛰기 김희선도 결선에 올라 각각 8위를 기록한 바 있다.






우상혁은 경기 뒤  “2016년 리우에서 예선 탈락한 뒤 꼭 다시 올림픽 본선 무대에 서고 싶었다”며 “내가 얼마나 자랐는지 보여줄 수 있다고 믿었고 결선 진출을 열망했다”고 말했다. 그러면서 “내일 하루 잘 쉬고 8월 1일 결선에서 한국 기록 경신과 메달에 도전하겠다”고 덧붙였다. 한국 기록은 1997년 이진택이 작성한 2ｍ34다.도쿄 홍지민 기자 icarus@seoul.co.kr"
"“따낼 금 많이 남았다” 개최국 일본, 벌써 금 15개…아테네 이래 최다",2021-07-30,"日 ‘사무라이 재팬’ 축구·야구 동반 金 노려유도서만 8개 금 수확…스케이트보드도 2개日, 30개 이상 금메달 목표…女복싱·女레슬링2004년 아테네서 금 16개에 불과 1개 차이









▲ [올림픽] 유도 조구함, 졌지만 잘 싸웠다29일 일본 도쿄 무도관에서 열린 도쿄올림픽 유도 남자 -100kg급 결승 경기에서 한국 조구함이 일본 에런 울프에게 패한 뒤 매트에 누워 아쉬워하고 있다. 2021.7.29 연합뉴스


2020 도쿄올림픽 개최국 일본이 올림픽 레이스의 반환점을 돌기도 전에 금메달을 15개나 획득하며 사상 최대 금메달 30개 이상 도전에 나섰다. 일본은 유도에서만 8개의 금메달을 따내는 등 여러 종목에서 개최국 강세의 모습을 보이고 있다.일본은 29일 현재 금메달 15개, 은메달 4개, 동메달 6개를 획득해 1위 중국을 바짝 쫓고 있다. 중국은 일본보다 은메달 3개를 더 따 메달 순위 1위로 올라섰다.안방에서 57년 만에 열리는 두 번째 하계올림픽에서 금메달 30개 이상 수확을 목표로 건 일본은 계획대로 금메달을 수집했다.종주국을 자부하는 유도에서만 절반에 가까운 8개를 휩쓸었고, 정식 종목으로 데뷔한 스케이트보드에서 2개를 가져갔다.소프트볼, 탁구 혼합복식, 남자 기계체조 개인종합 등 여러 종목에서 금맥이 터졌다.






지금껏 따낸 금메달 수만 해도 근래 가장 성적이 좋았던 2004 아테네 대회 전체 금메달 수에 불과 1개 모자란다.









▲ [올림픽] 승자의 손 들어주는 조구함조구함이 29일 일본 도쿄 무도관에서 열린 도쿄올림픽 유도 남자 -100 kg급 결승 경기에서 일본 에런 울프에게 패한 뒤 울프의 손을 들어 주고 있다.  2021.7.29 연합뉴스


일본은 아테네 대회에서 금메달 16개, 은메달 9개, 동메달 12개를 땄다.2008 베이징, 2012 런던 대회에선 일본의 금메달 수는 한 자릿수로 줄었다가 2016 리우데자네이루 대회 때 12개로 반등했다.일본은 더 획득할 금메달이 많다며 기대감을 감추지 않는다.‘사무라이 재팬’이라는 국가대표 팀명을 공유하는 야구와 축구는 동반 금메달에 도전한다.여자 복싱, 여자 레슬링, 신생 종목 스포츠클라이밍 등도 금메달 유력 종목으로 꼽힌다.일본이 가장 금메달을 많이 딴 대회는 1964년 첫 번째 도쿄올림픽과 2004년 아테네 대회로 이번에 신기록 수립은 초읽기에 들어갔다.미국의 데이터·엔터테인먼트 업체인 그레이스노트는 대회 개막 전 일본의 금메달 개수를 26개로 예상했다.일본 스포츠신문 스포츠닛폰은 일본 선수단의 30개를 넘어 최대 32개를 전망하기도 했다.









▲ 유토 호리고메가 지난 25일 일본 도쿄 올림픽 남자 스트리트 스케이트보딩 결승에서 승리한 뒤 금메달을 들어 보이고 있는 모습. AP 도쿄 연합뉴스


강주리 기자 jurik@seoul.co.kr"
"[속보] 높이뛰기 우상혁, 韓 육상 25년만 결선 진출",2021-07-30,"▲ 우상혁 ‘조금만 더’육상 대표팀 우상혁이 30일 오전 일본 도쿄 신주쿠 올림픽스타디움에서 열린 ‘2020 도쿄올림픽’ 남자 높이뛰기 예선전에서 2.28m 2차 시기를 성공하고 있다. 2021.7.30 도쿄 뉴스1












▲ 우상혁 ‘주먹 불끈’육상 대표팀 우상혁이 30일 오전 일본 도쿄 신주쿠 올림픽스타디움에서 열린 ‘2020 도쿄올림픽’ 남자 높이뛰기 예선 1차시기를 성공한 후 기뻐하고 있다. 우상혁은 예선 1차시기에서 2.17m를 성공했다. 2021.7.30 도쿄 뉴스1


우상혁(25·국군체육부대)이 한국 육상 25년 만에 올림픽 높이뛰기 종목에서 결선에 진출했다.우상혁은 30일 도쿄 올림픽 스타디움(신국립구장)에서 열린 2020 도쿄올림픽 육상 남자 높이뛰기 예선에서 2ｍ28을 넘어 결선 진출에 성공했다.이날 우상혁은 2ｍ17, 2ｍ21, 2ｍ25를 모두 1차 시기에서 가볍게 넘었다. 2ｍ28은 1차 시기에서는 실패했지만, 2차 시기에서 바를 넘고 환호했다.우상혁은 8월 1일 오후 7시 10분, 꿈에 그리던 올림픽 결선을 치른다.도쿄올림픽 남자 높이뛰기는 2ｍ30을 넘거나, 전체 33명 중 상위 12명 안에 들면 결선에 진출한다. 이날 경기에서 2ｍ28을 넘은 선수는 13명이었고, 2차 시기에 2ｍ28을 넘은 우상혁은 2ｍ30을 시도할 필요 없이 결선 진출을 확정했다.






한국 육상 트랙&필드 선수가 올림픽 결선에 진출한 건, 1996년 높이뛰기 이진택 이후 무려 25년 만이다. 당시 이진택은 예선에서 2ｍ28을 넘어 결선에 진출했고, 결선에서는 2ｍ29를 뛰어넘어 8위에 올랐다. 한국 육상 트랙&필드 역사상 최고 순위다.강주리 기자 jurik@seoul.co.kr"
日 잡고 양궁 ‘멘털갑’ 안산 8강 진출 “제게만 집중”…하야카와 “경기 영광”,2021-07-30,"16강서 귀화 日선수 6-4로 제압 “상대도 잘해서 즐겁게 경기했다”오후 인도 상대 8강 사냥… 3관왕 도전강채영도 터키 누르고 러시아와 8강전결승서 한국 선수간 대결 이뤄질지 주목









▲ [올림픽] 안산, ‘8강 진출’안산이 30일 일본 유메노시마 공원 양궁장에서 열린 도쿄올림픽 여자 양궁 개인전 16강 일본 하야카와 렌과 대결에서 활시위를 당기고 있다. 안산은 8강에 진출했다. 2021.7.30 연합뉴스












▲ [올림픽] 신중하게강채영이 30일 일본 유메노시마 공원 양궁장에서 열린 도쿄올림픽 여자 양궁 개인전 16강 터키 아나고즈 야스민과 대결에서 활시위를 당기고 있다. 2021.7.30 연합뉴스


한국 여자 양궁 대표팀의 안산(20·광주여대)이 한일전에서도 ‘강철 멘털’을 자랑하며 8강행을 확전지었다. 생애 첫 올림픽 무대에서 사상 첫 3관왕을 노리는 안산은 30일 오후 3시 인도의 디피카 쿠마리와 8강전을 벌이며 결승 진출에 나선다. 안산은 “상대 선수를 신경 쓰기보단 최대한 저한테만 집중한 게 도움이 된 것 같다”고 소감을 말했다.안산은 30일 오전 일본 도쿄의 유메노시마공원 양궁장에서 열린 2020 도쿄올림픽 양궁 여자 개인전 16강에서 일본으로 귀화한 하야카와 렌(34·한국명 엄혜련)을 상대로 6-4(27-28 30-27 29-27 28-29 30-27)로 역전승한 뒤 “생각보다 경기를 잘 마무리한 것 같아 기분이 좋고, 남은 시합도 열심히 하겠다”고 밝혔다.사실 8강 길목에서 만난 하야카와는 만만한 상대는 아니었다. 1세트에서 승점 2점을 먼저 내준 데 이어 4세트까지도 승점 4-4로 팽팽히 맞섰다.그러나 마지막 5세트에서 쏜 3발 모두 10점 과녁에 내리꽂는 집중력을 발휘하며 승리를 확정 지었다.안산은 “상대 선수와 잘 알던 편은 아니지만, 상대도 잘해서 즐겁게 경기를 했다”며 여유를 보였다.






안산은 ‘어젯밤 좋은 꿈을 꿨냐’는 취재진 질문에 “무슨 꿈을 꾸긴 했는데 기억이 안난다”며 웃는 여유도 보였다.이어진 경기에서 강채영은 야세민 아나고즈(터키)를 6-2(28-27 30-27 25-27 29-27)로 제압하고 8강에 진출했다.강채영은 옐레나 오시포바(러시아올림픽위원회)와 오후 2시 45분 준결승 진출을 다툰다.2관왕에 도전하는 강채영과 안산은 끝까지 살아남으면 결승에서 맞대결을 펼친다.









▲ [올림픽] 강채영, 8강 진출강채영이 30일 일본 유메노시마 공원 양궁장에서 열린 도쿄올림픽 여자 양궁 개인전 16강 터키 아나고즈 야스민과 대결에서 승리한 뒤 감독의 축하를 받고 있다.  2021.7.30 연합뉴스












▲ [올림픽] 안산, ‘이제 8강이다’안산이 30일 일본 유메노시마 공원 양궁장에서 열린 도쿄올림픽 여자 양궁 개인전 16강 일본 하야카와 렌과 대결에서 승리한 후 감독과 포옹하고 있다. 2021.7.30 연합뉴스












▲ [올림픽] 일본 꺾은 안산 8강으로안산이 30일 일본 유메노시마 공원 양궁장에서 열린 도쿄올림픽 여자 양궁 개인전 16강 일본 하야카와 렌과 대결에서 승리한 후 주먹을 쥐고 있다. 2021.7.30 연합뉴스


하야카와, 안산에 “훌륭한 선수”“경기해 영광…韓선수들 자랑스럽다”한편 국내에서 양궁을 배웠고 잠시 실업팀에도 몸담았던 하야카와는 양궁과 관련 없는 이유로 일본으로 귀화했다가 다시 활을 잡은 선수다. 하야카와는 2012년 런던올림픽 단체전 동메달을 따냈었다. 이는 일본 여자 양궁 사상 첫 올림픽 메달이었다.하야카와는 8강 좌절 뒤 안산을 향해 “어디서 이렇게 훌륭한 선수와 붙어보겠느냐”면서 “경기해 영광”이라고 안산을 치켜세웠다.하야카와는 “안산은 경기장에선 표정 변화가 없는데, 경기장 벗어나면 귀여운 동생 느낌이 난다”고 말했다.처음엔 일본 국기를 달고 한국 선수들과 만나면 멘털이 흔들리기도 했다는 그는 “그때 코치님들이 ‘너는 일본 사람이다’라고 해주면서 용기를 줬다. 차별은 전혀 없었다”고 전했다.그러면서도 “일본에 나와 있지만, 한국 선수들이 다 잘해줘서 자랑스럽다”고 박수를 보냈다.하야카와는 “일본은 대학교 이후 양궁 할 기회가 적다”면서 “(후배들에게) 양궁할 기회를 만들어 주고 싶다”고 향후 계획을 전했다.









▲ [올림픽] 안산 8강 진출안산이 30일 일본 유메노시마 공원 양궁장에서 열린 도쿄올림픽 여자 양궁 개인전 16강 일본 하야카와 렌과 대결에서 이겨 8강에 진출한 뒤 기뻐하고 있다. 2021.7.30 연합뉴스


강주리 기자 jurik@seoul.co.kr"
